2022/02/01; 14,548494983277607
2022/02/02; 17,558528428093638
2022/02/03; 11,036789297658856
2022/02/04; 12,290969899665555
2022/02/05; 5,769230769230774
2022/02/06; 7,77591973244148
2022/02/07; 11,538461538461547
2022/02/08; 9,782608695652186
2022/02/09; 6,521739130434781
2022/02/10; 10,033444816053503
2022/02/11; 14,297658862876261
2022/02/12; 12,792642140468217
2022/02/13; 10,284280936454849
2022/02/14; 19,565217391304373
2022/02/15; 38,87959866220736
2022/02/16; 18,56187290969899
2022/02/17; 22,073578595317713
2022/02/18; 19,81605351170569
2022/02/19; 12,792642140468217
2022/02/20; 16,053511705685622
2022/02/21; 28,093645484949832
2022/02/22; 51,1705685618729
2022/02/23; 46,65551839464882
2022/02/24; 119,14715719063545
2022/02/25; 125,41806020066889
2022/02/26; 94,314381270903
2022/02/27; 93,06020066889631
2022/02/28; 118,64548494983276
2022/03/01; 135,95317725752508
2022/03/02; 129,4314381270903
2022/03/03; 107,6086956521739
2022/03/04; 92,80936454849498
2022/03/05; 59,94983277591973
2022/03/06; 68,72909698996655
2022/03/07; 94,314381270903
2022/03/08; 115,13377926421404
2022/03/09; 87,54180602006689
2022/03/10; 70,48494983277591
2022/03/11; 83,77926421404682
2022/03/12; 43,64548494983278
2022/03/13; 46,90635451505018
2022/03/14; 74,24749163879598
2022/03/15; 77,25752508361204
2022/03/16; 75,25083612040135
2022/03/17; 66,97324414715719
2022/03/18; 63,7123745819398
2022/03/19; 37,37458193979933
2022/03/20; 35,367892976588635
2022/03/21; 55,68561872909699
2022/03/22; 51,42140468227426
2022/03/23; 59,94983277591973
2022/03/24; 64,21404682274247
2022/03/25; 56,939799331103686
2022/03/26; 32,60869565217392
2022/03/27; 31,8561872909699
2022/03/28; 47,157190635451514
2022/03/29; 52,17391304347825
2022/03/30; 52,42474916387961
2022/03/31; 52,42474916387961
